iso3,Year,avg_temp,average_rain_fall_mm_per_year
AFG,1990,13.26,359.2
AFG,1991,12.72,430.0
AFG,1992,12.43,403.5
AFG,1993,12.71,337.9
AFG,1994,12.95,336.0
AFG,1995,13.11,311.5
AFG,1996,12.64,328.8
AFG,1997,12.94,341.8
AFG,1998,13.34,368.8
AFG,1999,13.82,317.2
AFG,2000,13.61,247.8
AFG,2001,13.95,246.5
AFG,2002,13.79,313.4
AFG,2003,13.26,342.3
AFG,2004,13.91,313.2
AFG,2005,13.35,369.0
AFG,2006,13.8,344.5
AFG,2007,13.49,319.8
AFG,2008,13.45,291.0
AFG,2009,13.72,379.6
AFG,2010,14.09,304.7
AFG,2011,13.53,321.6
AFG,2012,13.07,362.6
AFG,2013,13.91,357.3
AFG,2014,13.2,306.4
AFG,2015,13.78,391.0
AFG,2016,14.26,361.0
AFG,2017,13.88,299.9
AFG,2018,14.18,275.1
AFG,2019,13.8,389.0
AFG,2020,13.19,387.3
AFG,2021,14.34,229.7
AFG,2022,14.51,305.3
AFG,2023,14.67,297.9
AGO,1990,21.73,1035.7
AGO,1991,21.55,1071.0
AGO,1992,21.69,932.5
AGO,1993,21.58,1042.5
AGO,1994,21.65,986.0
AGO,1995,21.93,960.4
AGO,1996,21.71,993.0
AGO,1997,21.84,1072.2
AGO,1998,22.09,1036.7
AGO,1999,21.59,1057.5
AGO,2000,21.67,1057.2
AGO,2001,21.84,1045.4
AGO,2002,21.93,1068.9
AGO,2003,22.01,1037.7
AGO,2004,21.78,1072.9
AGO,2005,22.14,1021.3
AGO,2006,21.58,1091.8
AGO,2007,21.56,1056.0
AGO,2008,21.53,1070.6
AGO,2009,21.72,1077.1
AGO,2010,21.87,1051.1
AGO,2011,21.49,1057.0
AGO,2012,21.53,1072.0
AGO,2013,21.56,1036.5
AGO,2014,21.56,1056.2
AGO,2015,21.69,1005.2
AGO,2016,21.94,1031.2
AGO,2017,21.84,1066.8
AGO,2018,21.66,1056.4
AGO,2019,21.76,1063.3
AGO,2020,21.72,1069.6
AGO,2021,21.73,1057.4
AGO,2022,21.62,1057.6
AGO,2023,21.51,1053.9
ALB,1990,12.17,921.1
ALB,1991,11.16,1030.5
ALB,1992,11.84,873.7
ALB,1993,11.79,940.1
ALB,1994,12.81,1033.2
ALB,1995,11.66,1220.0
ALB,1996,11.31,1311.0
ALB,1997,11.6,923.4
ALB,1998,12.18,1064.6
ALB,1999,12.51,1193.2
ALB,2000,12.85,808.8
ALB,2001,12.44,934.5
ALB,2002,12.66,1192.6
ALB,2003,12.4,1068.0
ALB,2004,12.09,1165.1
ALB,2005,11.68,1231.2
ALB,2006,12.11,1124.2
ALB,2007,12.9,1155.8
ALB,2008,12.91,1105.4
ALB,2009,12.77,1421.2
ALB,2010,12.6,1438.5
ALB,2011,12.41,876.6
ALB,2012,12.96,1109.0
ALB,2013,12.97,1148.8
ALB,2014,13.12,1427.5
ALB,2015,13.0,1130.5
ALB,2016,12.9,1200.7
ALB,2017,12.81,1089.4
ALB,2018,13.49,1022.0
ALB,2019,13.47,1292.3
ALB,2020,13.17,1074.5
ALB,2021,12.84,1214.7
ALB,2022,13.44,995.3
ALB,2023,13.86,1178.7
ARE,1990,27.72,57.5
ARE,1991,27.47,63.9
ARE,1992,26.68,76.6
ARE,1993,27.59,87.8
ARE,1994,27.99,41.0
ARE,1995,27.57,70.2
ARE,1996,27.9,84.0
ARE,1997,27.53,98.5
ARE,1998,28.62,60.7
ARE,1999,28.82,57.6
ARE,2000,28.29,51.5
ARE,2001,28.4,29.9
ARE,2002,28.3,42.7
ARE,2003,28.34,45.3
ARE,2004,28.47,46.0
ARE,2005,28.1,53.6
ARE,2006,28.44,63.9
ARE,2007,28.48,48.8
ARE,2008,28.29,37.5
ARE,2009,28.55,83.0
ARE,2010,29.12,38.9
ARE,2011,28.45,43.5
ARE,2012,28.61,41.9
ARE,2013,28.53,57.2
ARE,2014,28.32,79.6
ARE,2015,28.59,56.0
ARE,2016,28.72,62.2
ARE,2017,28.56,66.5
ARE,2018,28.85,55.8
ARE,2019,28.4,69.0
ARE,2020,28.2,70.1
ARE,2021,29.02,51.4
ARE,2022,28.67,59.7
ARE,2023,28.95,54.6
ARG,1990,15.01,667.2
ARG,1991,15.06,666.0
ARG,1992,14.68,733.5
ARG,1993,15.02,617.6
ARG,1994,15.6,605.2
ARG,1995,14.95,510.7
ARG,1996,15.03,629.6
ARG,1997,15.38,657.6
ARG,1998,15.02,623.4
ARG,1999,14.75,636.5
ARG,2000,14.45,712.2
ARG,2001,15.09,712.7
ARG,2002,14.84,754.6
ARG,2003,15.24,596.4
ARG,2004,15.24,580.7
ARG,2005,14.9,581.7
ARG,2006,15.46,599.7
ARG,2007,14.45,586.3
ARG,2008,15.34,532.9
ARG,2009,15.42,538.2
ARG,2010,14.91,557.3
ARG,2011,15.15,566.5
ARG,2012,15.61,629.1
ARG,2013,15.4,521.2
ARG,2014,15.41,702.5
ARG,2015,15.5,649.2
ARG,2016,14.94,660.4
ARG,2017,15.57,639.0
ARG,2018,15.27,597.4
ARG,2019,15.22,587.0
ARG,2020,15.55,501.2
ARG,2021,15.42,540.3
ARG,2022,15.12,482.2
ARG,2023,15.95,564.1
ARM,1990,7.04,449.7
ARM,1991,7.07,511.9
ARM,1992,5.31,595.1
ARM,1993,6.02,552.6
ARM,1994,7.22,594.2
ARM,1995,7.35,472.2
ARM,1996,7.68,465.9
ARM,1997,6.93,526.7
ARM,1998,8.07,467.3
ARM,1999,8.25,478.6
ARM,2000,7.67,408.8
ARM,2001,8.31,464.9
ARM,2002,7.29,637.7
ARM,2003,7.47,678.3
ARM,2004,7.55,597.6
ARM,2005,7.66,592.7
ARM,2006,7.95,535.6
ARM,2007,7.2,694.4
ARM,2008,7.56,468.1
ARM,2009,7.74,654.8
ARM,2010,9.47,650.9
ARM,2011,7.12,668.1
ARM,2012,8.05,516.1
ARM,2013,7.91,519.4
ARM,2014,8.6,510.1
ARM,2015,8.37,592.0
ARM,2016,7.84,676.0
ARM,2017,8.09,436.5
ARM,2018,9.38,589.0
ARM,2019,8.6,417.6
ARM,2020,8.29,575.2
ARM,2021,8.98,438.2
ARM,2022,8.67,443.9
ARM,2023,9.02,568.8
ATG,1990,26.91,1095.2
ATG,1991,26.94,964.2
ATG,1992,27.05,1295.7
ATG,1993,27.17,927.2
ATG,1994,26.99,830.3
ATG,1995,27.35,990.8
ATG,1996,27.27,1098.2
ATG,1997,27.65,988.5
ATG,1998,28.04,1269.8
ATG,1999,27.53,1075.3
ATG,2000,27.28,843.9
ATG,2001,27.6,1074.1
ATG,2002,27.61,1066.8
ATG,2003,27.7,1092.3
ATG,2004,27.29,1279.5
ATG,2005,27.64,1337.5
ATG,2006,27.38,1311.0
ATG,2007,27.32,1031.1
ATG,2008,26.95,1368.7
ATG,2009,27.35,871.0
ATG,2010,27.78,1220.3
ATG,2011,27.31,1123.2
ATG,2012,27.36,953.1
ATG,2013,27.47,1017.8
ATG,2014,27.46,1091.7
ATG,2015,27.69,645.0
ATG,2016,27.65,1059.8
ATG,2017,27.44,1146.2
ATG,2018,27.15,1002.0
ATG,2019,27.5,1024.9
ATG,2020,27.51,990.6
ATG,2021,27.4,880.9
ATG,2022,27.19,965.0
ATG,2023,27.83,1053.0
AUS,1990,22.02,440.7
AUS,1991,22.18,478.6
AUS,1992,21.65,471.2
AUS,1993,21.9,494.7
AUS,1994,21.84,359.5
AUS,1995,21.71,521.2
AUS,1996,22.01,476.8
AUS,1997,21.73,528.5
AUS,1998,22.31,547.0
AUS,1999,21.82,570.8
AUS,2000,21.46,639.0
AUS,2001,21.48,494.1
AUS,2002,22.17,348.2
AUS,2003,22.12,466.9
AUS,2004,21.99,494.1
AUS,2005,22.46,413.0
AUS,2006,21.85,450.1
AUS,2007,22.0,468.8
AUS,2008,21.71,469.0
AUS,2009,22.13,485.5
AUS,2010,21.48,634.4
AUS,2011,21.46,560.0
AUS,2012,21.76,473.0
AUS,2013,22.73,450.5
AUS,2014,22.55,463.1
AUS,2015,22.34,451.5
AUS,2016,22.37,500.2
AUS,2017,22.48,472.9
AUS,2018,22.52,448.5
AUS,2019,22.8,383.6
AUS,2020,22.53,486.7
AUS,2021,22.04,495.5
AUS,2022,21.93,528.8
AUS,2023,22.32,481.1
AUT,1990,7.29,1103.0
AUT,1991,6.35,1075.7
AUT,1992,7.5,1068.2
AUT,1993,6.84,1049.8
AUT,1994,8.09,1032.5
AUT,1995,6.89,1161.1
AUT,1996,5.74,1185.5
AUT,1997,6.91,1060.0
AUT,1998,7.14,1109.0
AUT,1999,7.22,1185.6
AUT,2000,8.02,1151.2
AUT,2001,7.03,1058.5
AUT,2002,7.72,1204.6
AUT,2003,7.37,876.2
AUT,2004,6.8,1076.4
AUT,2005,6.57,1121.8
AUT,2006,7.29,1025.9
AUT,2007,7.89,1150.0
AUT,2008,7.69,1099.9
AUT,2009,7.52,1204.3
AUT,2010,6.42,1167.8
AUT,2011,7.87,934.2
AUT,2012,7.65,1123.5
AUT,2013,7.26,1160.3
AUT,2014,8.4,1232.0
AUT,2015,8.35,1058.0
AUT,2016,7.72,1325.7
AUT,2017,7.76,1247.7
AUT,2018,8.63,1073.8
AUT,2019,8.45,1173.5
AUT,2020,8.34,1238.0
AUT,2021,7.3,1096.0
AUT,2022,8.64,949.4
AUT,2023,8.84,1229.3
AZE,1990,12.32,461.2
AZE,1991,12.28,451.4
AZE,1992,10.93,539.8
AZE,1993,11.25,500.6
AZE,1994,12.13,567.0
AZE,1995,12.83,417.3
AZE,1996,12.62,432.9
AZE,1997,12.3,471.0
AZE,1998,13.22,411.4
AZE,1999,13.34,450.3
AZE,2000,12.94,425.2
AZE,2001,13.44,435.3
AZE,2002,12.63,546.4
AZE,2003,12.43,594.1
AZE,2004,12.97,558.9
AZE,2005,12.99,521.4
AZE,2006,13.09,505.2
AZE,2007,12.74,555.2
AZE,2008,12.63,441.2
AZE,2009,12.89,536.6
AZE,2010,14.32,559.1
AZE,2011,12.33,573.3
AZE,2012,13.19,480.3
AZE,2013,13.25,488.6
AZE,2014,13.47,456.6
AZE,2015,13.48,541.4
AZE,2016,13.04,578.6
AZE,2017,13.29,425.9
AZE,2018,14.11,482.4
AZE,2019,13.71,382.8
AZE,2020,13.33,476.9
AZE,2021,13.96,490.7
AZE,2022,13.85,450.7
AZE,2023,14.21,495.6
BDI,1990,20.2,1210.1
BDI,1991,20.22,1172.9
BDI,1992,20.21,1061.5
BDI,1993,20.14,1088.8
BDI,1994,20.28,1232.2
BDI,1995,20.57,1206.0
BDI,1996,20.3,1150.0
BDI,1997,20.54,1357.2
BDI,1998,20.49,1333.0
BDI,1999,20.47,1114.6
BDI,2000,20.6,1099.6
BDI,2001,20.58,1384.9
BDI,2002,20.85,1285.6
BDI,2003,20.94,1246.3
BDI,2004,20.49,964.0
BDI,2005,20.69,1050.9
BDI,2006,20.42,1377.7
BDI,2007,20.46,1268.3
BDI,2008,20.31,1173.0
BDI,2009,20.73,1246.3
BDI,2010,20.84,1371.5
BDI,2011,20.34,1474.6
BDI,2012,20.36,1076.3
BDI,2013,20.55,1244.3
BDI,2014,20.35,1231.9
BDI,2015,20.44,1254.6
BDI,2016,20.67,1292.9
BDI,2017,20.87,1142.1
BDI,2018,20.38,1198.4
BDI,2019,20.63,1329.4
BDI,2020,20.43,1448.6
BDI,2021,20.51,1287.0
BDI,2022,20.45,1349.4
BDI,2023,20.83,1277.5
BEL,1990,10.84,794.2
BEL,1991,9.72,756.5
BEL,1992,10.51,911.0
BEL,1993,9.85,956.2
BEL,1994,10.98,944.0
BEL,1995,10.48,890.9
BEL,1996,8.71,655.4
BEL,1997,10.35,810.1
BEL,1998,10.35,1041.7
BEL,1999,10.94,987.8
BEL,2000,11.01,1057.2
BEL,2001,10.42,1100.5
BEL,2002,10.86,1027.5
BEL,2003,10.76,729.9
BEL,2004,10.33,876.5
BEL,2005,10.61,824.5
BEL,2006,10.88,884.6
BEL,2007,11.09,978.7
BEL,2008,10.61,932.9
BEL,2009,10.6,876.9
BEL,2010,9.3,900.2
BEL,2011,11.14,789.3
BEL,2012,10.44,993.9
BEL,2013,9.94,887.2
BEL,2014,11.69,896.2
BEL,2015,11.16,835.5
BEL,2016,10.75,943.3
BEL,2017,11.02,883.0
BEL,2018,11.72,787.5
BEL,2019,11.43,874.8
BEL,2020,11.87,850.3
BEL,2021,10.45,971.9
BEL,2022,11.99,749.6
BEL,2023,11.92,1063.3
BEN,1990,27.85,887.7
BEN,1991,27.48,1197.0
BEN,1992,27.37,933.6
BEN,1993,27.62,946.5
BEN,1994,27.42,1127.6
BEN,1995,27.73,1097.5
BEN,1996,27.82,1060.3
BEN,1997,27.82,986.4
BEN,1998,28.24,1088.3
BEN,1999,27.71,1160.3
BEN,2000,27.82,963.2
BEN,2001,27.99,846.4
BEN,2002,28.13,1023.7
BEN,2003,28.16,1204.4
BEN,2004,28.11,1041.5
BEN,2005,28.39,1005.8
BEN,2006,28.22,987.0
BEN,2007,28.18,1137.0
BEN,2008,27.83,1183.8
BEN,2009,28.38,1092.6
BEN,2010,28.6,1131.2
BEN,2011,28.29,982.1
BEN,2012,27.98,1009.4
BEN,2013,28.21,945.3
BEN,2014,28.33,1011.6
BEN,2015,28.29,929.5
BEN,2016,28.54,972.8
BEN,2017,28.35,1028.1
BEN,2018,28.37,1100.4
BEN,2019,28.15,1180.8
BEN,2020,28.45,1117.9
BEN,2021,28.74,1012.4
BEN,2022,28.07,1065.6
BEN,2023,28.61,1076.1
BFA,1990,29.15,669.1
BFA,1991,28.88,849.0
BFA,1992,28.51,771.0
BFA,1993,29.08,711.4
BFA,1994,28.5,982.7
BFA,1995,28.88,778.5
BFA,1996,29.14,787.1
BFA,1997,29.14,730.8
BFA,1998,29.48,868.3
BFA,1999,28.91,870.9
BFA,2000,29.04,731.2
BFA,2001,29.19,744.9
BFA,2002,29.45,693.2
BFA,2003,29.34,946.5
BFA,2004,29.52,751.1
BFA,2005,29.66,826.9
BFA,2006,29.31,794.2
BFA,2007,29.41,881.9
BFA,2008,28.95,830.3
BFA,2009,29.64,864.6
BFA,2010,29.72,899.1
BFA,2011,29.55,742.8
BFA,2012,29.14,916.6
BFA,2013,29.4,800.0
BFA,2014,29.49,862.2
BFA,2015,29.48,812.2
BFA,2016,29.76,923.0
BFA,2017,29.61,813.8
BFA,2018,29.63,921.6
BFA,2019,29.31,913.4
BFA,2020,29.68,952.5
BFA,2021,30.04,843.1
BFA,2022,29.38,939.3
BFA,2023,29.96,820.4
BGD,1990,25.59,2514.1
BGD,1991,25.42,2567.8
BGD,1992,25.18,1739.3
BGD,1993,25.28,2635.9
BGD,1994,25.55,1787.8
BGD,1995,25.86,2355.7
BGD,1996,25.67,2170.2
BGD,1997,25.16,2216.8
BGD,1998,25.91,2541.3
BGD,1999,26.02,2543.1
BGD,2000,25.26,2396.8
BGD,2001,25.86,2279.4
BGD,2002,25.75,2332.3
BGD,2003,25.77,2188.5
BGD,2004,25.71,2163.8
BGD,2005,25.97,2047.4
BGD,2006,26.19,1947.3
BGD,2007,25.97,2432.3
BGD,2008,25.73,2186.4
BGD,2009,26.5,2003.3
BGD,2010,26.38,2244.5
BGD,2011,25.79,1996.5
BGD,2012,25.46,1962.0
BGD,2013,25.17,2036.8
BGD,2014,25.64,1813.5
BGD,2015,25.44,2575.3
BGD,2016,25.89,2124.2
BGD,2017,25.68,2759.5
BGD,2018,25.29,1842.6
BGD,2019,25.64,2067.8
BGD,2020,25.4,2425.2
BGD,2021,25.74,2148.7
BGD,2022,25.76,1766.9
BGD,2023,26.0,2105.8
BGR,1990,11.27,481.3
BGR,1991,10.06,648.3
BGR,1992,10.61,514.6
BGR,1993,10.25,500.5
BGR,1994,11.67,591.4
BGR,1995,10.67,770.3
BGR,1996,10.12,629.0
BGR,1997,10.05,706.1
BGR,1998,10.88,743.2
BGR,1999,11.58,663.6
BGR,2000,11.66,440.9
BGR,2001,11.38,557.2
BGR,2002,11.54,704.8
BGR,2003,10.69,616.2
BGR,2004,11.09,624.6
BGR,2005,10.82,795.9
BGR,2006,10.93,666.4
BGR,2007,12.1,691.2
BGR,2008,11.8,511.9
BGR,2009,11.79,739.2
BGR,2010,11.65,781.4
BGR,2011,10.89,545.4
BGR,2012,11.74,669.9
BGR,2013,11.8,612.0
BGR,2014,11.92,915.6
BGR,2015,11.93,742.9
BGR,2016,11.91,678.6
BGR,2017,11.71,746.5
BGR,2018,12.26,705.1
BGR,2019,12.69,553.1
BGR,2020,12.48,629.3
BGR,2021,11.8,805.4
BGR,2022,12.25,537.9
BGR,2023,13.03,643.7
BHR,1990,27.01,65.7
BHR,1991,26.52,95.9
BHR,1992,25.83,70.3
BHR,1993,26.77,103.6
BHR,1994,27.21,44.1
BHR,1995,26.75,100.2
BHR,1996,27.31,123.7
BHR,1997,26.62,127.0
BHR,1998,27.84,92.1
BHR,1999,28.08,89.1
BHR,2000,27.44,84.5
BHR,2001,27.77,21.5
BHR,2002,27.67,81.8
BHR,2003,27.71,74.4
BHR,2004,27.69,90.8
BHR,2005,27.4,74.3
BHR,2006,27.84,74.3
BHR,2007,27.8,45.1
BHR,2008,27.61,42.9
BHR,2009,27.9,104.7
BHR,2010,28.71,32.6
BHR,2011,27.71,76.8
BHR,2012,28.13,56.8
BHR,2013,27.64,43.3
BHR,2014,27.94,106.0
BHR,2015,28.3,59.8
BHR,2016,28.46,31.9
BHR,2017,28.35,150.6
BHR,2018,28.8,59.9
BHR,2019,28.34,173.4
BHR,2020,28.14,65.6
BHR,2021,29.16,30.7
BHR,2022,28.8,75.0
BHR,2023,28.88,93.3
BHS,1990,25.86,1009.7
BHS,1991,25.78,1262.1
BHS,1992,25.06,996.1
BHS,1993,25.29,1155.6
BHS,1994,25.87,1266.9
BHS,1995,25.4,1480.1
BHS,1996,24.97,1267.9
BHS,1997,25.54,1247.3
BHS,1998,25.77,1085.2
BHS,1999,25.29,1120.7
BHS,2000,25.12,1092.2
BHS,2001,25.24,1275.4
BHS,2002,25.61,1179.4
BHS,2003,25.47,1122.0
BHS,2004,25.29,855.5
BHS,2005,25.27,1192.8
BHS,2006,25.38,1035.6
BHS,2007,25.75,1320.8
BHS,2008,25.37,1113.7
BHS,2009,25.51,1061.3
BHS,2010,24.61,1162.3
BHS,2011,25.68,1181.2
BHS,2012,25.49,1268.8
BHS,2013,25.69,1181.3
BHS,2014,25.65,1151.1
BHS,2015,26.46,1090.1
BHS,2016,25.96,1298.3
BHS,2017,26.09,1216.9
BHS,2018,25.87,1176.7
BHS,2019,26.36,1357.0
BHS,2020,26.41,1549.4
BHS,2021,25.93,1074.0
BHS,2022,26.11,1272.4
BHS,2023,26.56,1370.5
BIH,1990,10.11,854.8
BIH,1991,8.99,1106.2
BIH,1992,10.24,983.6
BIH,1993,9.55,1029.7
BIH,1994,10.89,923.2
BIH,1995,9.68,1235.4
BIH,1996,8.83,1249.9
BIH,1997,9.39,979.2
BIH,1998,9.82,1117.4
BIH,1999,10.0,1272.3
BIH,2000,10.99,877.2
BIH,2001,9.93,1051.4
BIH,2002,10.72,1210.2
BIH,2003,9.99,835.2
BIH,2004,9.64,1240.8
BIH,2005,9.27,1255.9
BIH,2006,9.98,940.9
BIH,2007,11.03,1015.6
BIH,2008,10.88,1064.7
BIH,2009,10.77,1150.2
BIH,2010,9.81,1521.2
BIH,2011,10.39,769.8
BIH,2012,10.79,1006.5
BIH,2013,10.64,1272.5
BIH,2014,11.3,1514.5
BIH,2015,11.15,1030.3
BIH,2016,10.59,1176.5
BIH,2017,10.72,955.7
BIH,2018,11.54,1083.7
BIH,2019,11.61,1230.7
BIH,2020,11.06,1009.0
BIH,2021,10.41,1116.1
BIH,2022,11.52,856.2
BIH,2023,11.86,1319.7
BLR,1990,7.85,716.2
BLR,1991,7.13,565.9
BLR,1992,7.33,567.4
BLR,1993,6.32,647.6
BLR,1994,6.89,618.5
BLR,1995,7.08,603.4
BLR,1996,5.69,587.9
BLR,1997,6.44,679.4
BLR,1998,6.65,793.3
BLR,1999,7.82,589.3
BLR,2000,8.0,631.0
BLR,2001,7.15,679.9
BLR,2002,7.75,551.4
BLR,2003,6.81,607.5
BLR,2004,6.98,698.9
BLR,2005,7.06,633.2
BLR,2006,7.13,596.9
BLR,2007,8.04,633.3
BLR,2008,8.17,682.9
BLR,2009,7.35,817.8
BLR,2010,6.94,728.4
BLR,2011,7.69,567.7
BLR,2012,7.05,768.9
BLR,2013,7.72,672.4
BLR,2014,7.95,582.9
BLR,2015,8.65,543.1
BLR,2016,7.8,719.3
BLR,2017,7.76,754.7
BLR,2018,8.09,593.9
BLR,2019,8.82,580.4
BLR,2020,9.08,617.0
BLR,2021,7.35,694.1
BLR,2022,8.01,685.6
BLR,2023,8.81,708.9
BLZ,1990,25.45,2381.8
BLZ,1991,25.46,1931.0
BLZ,1992,25.25,2247.0
BLZ,1993,25.23,2290.7
BLZ,1994,25.55,1753.8
BLZ,1995,25.73,2281.7
BLZ,1996,25.2,1923.7
BLZ,1997,25.69,2040.3
BLZ,1998,25.97,2376.1
BLZ,1999,25.2,2048.8
BLZ,2000,25.37,2010.8
BLZ,2001,25.68,2119.7
BLZ,2002,25.84,1969.4
BLZ,2003,25.89,1873.4
BLZ,2004,25.85,1880.9
BLZ,2005,25.76,2117.6
BLZ,2006,25.71,2605.9
BLZ,2007,25.75,1967.1
BLZ,2008,25.55,2203.9
BLZ,2009,25.95,1766.1
BLZ,2010,25.34,2229.4
BLZ,2011,25.72,2386.9
BLZ,2012,25.95,2005.0
BLZ,2013,25.83,2839.9
BLZ,2014,25.71,2146.6
BLZ,2015,26.2,1782.2
BLZ,2016,26.24,2014.5
BLZ,2017,26.1,2044.5
BLZ,2018,25.66,2251.7
BLZ,2019,26.12,1546.8
BLZ,2020,26.38,1988.3
BLZ,2021,26.15,1959.3
BLZ,2022,25.74,2716.2
BLZ,2023,26.42,1968.6
BOL,1990,20.74,1141.1
BOL,1991,20.89,1102.5
BOL,1992,20.68,1142.1
BOL,1993,20.81,1110.3
BOL,1994,21.2,1086.1
BOL,1995,20.91,878.8
BOL,1996,20.47,1079.1
BOL,1997,21.0,1152.8
BOL,1998,21.0,1110.8
BOL,1999,20.46,1117.2
BOL,2000,20.58,1147.5
BOL,2001,20.62,1157.9
BOL,2002,20.88,1069.5
BOL,2003,20.52,1093.9
BOL,2004,20.89,1135.4
BOL,2005,20.69,1008.3
BOL,2006,20.85,1159.1
BOL,2007,20.54,1125.1
BOL,2008,20.34,1139.5
BOL,2009,20.65,1220.3
BOL,2010,20.73,1033.7
BOL,2011,20.7,1162.2
BOL,2012,20.76,1122.7
BOL,2013,20.5,1187.8
BOL,2014,21.03,1202.8
BOL,2015,21.28,1043.7
BOL,2016,20.89,959.0
BOL,2017,21.0,1087.2
BOL,2018,20.6,1249.7
BOL,2019,20.97,965.4
BOL,2020,21.34,961.4
BOL,2021,20.86,1071.4
BOL,2022,20.73,872.2
BOL,2023,21.99,1169.7
BRA,1990,25.13,1671.7
BRA,1991,25.03,1726.8
BRA,1992,24.93,1716.0
BRA,1993,25.04,1691.7
BRA,1994,25.16,1845.5
BRA,1995,25.29,1772.2
BRA,1996,25.05,1818.1
BRA,1997,25.3,1777.0
BRA,1998,25.66,1736.9
BRA,1999,25.16,1820.5
BRA,2000,25.12,1950.3
BRA,2001,25.4,1765.8
BRA,2002,25.67,1805.7
BRA,2003,25.45,1743.6
BRA,2004,25.38,1830.8
BRA,2005,25.63,1830.7
BRA,2006,25.46,1870.6
BRA,2007,25.57,1758.8
BRA,2008,25.29,1911.5
BRA,2009,25.49,1953.1
BRA,2010,25.7,1767.3
BRA,2011,25.4,1877.0
BRA,2012,25.6,1671.4
BRA,2013,25.53,1837.9
BRA,2014,25.7,1747.3
BRA,2015,25.99,1598.6
BRA,2016,25.78,1624.7
BRA,2017,25.74,1654.0
BRA,2018,25.57,1793.0
BRA,2019,25.91,1685.4
BRA,2020,25.86,1738.0
BRA,2021,25.54,1781.8
BRA,2022,25.48,1714.6
BRA,2023,25.92,1597.9
BRB,1990,26.34,1427.3
BRB,1991,26.3,1432.8
BRB,1992,26.33,1592.7
BRB,1993,26.49,1459.5
BRB,1994,26.27,1442.6
BRB,1995,26.62,1580.2
BRB,1996,26.46,1678.9
BRB,1997,26.62,1261.4
BRB,1998,27.04,1810.2
BRB,1999,26.49,1454.5
BRB,2000,26.4,1526.9
BRB,2001,26.76,1400.2
BRB,2002,26.78,1242.1
BRB,2003,26.84,1595.7
BRB,2004,26.57,2056.1
BRB,2005,26.92,1881.8
BRB,2006,26.65,1437.5
BRB,2007,26.61,1467.5
BRB,2008,26.32,1686.7
BRB,2009,26.73,1268.0
BRB,2010,27.09,1945.2
BRB,2011,26.61,1973.7
BRB,2012,26.63,1594.5
BRB,2013,26.64,1422.2
BRB,2014,26.59,1434.3
BRB,2015,26.91,1107.5
BRB,2016,26.94,1591.3
BRB,2017,26.63,1694.1
BRB,2018,26.29,1467.0
BRB,2019,26.61,1094.5
BRB,2020,26.66,1465.1
BRB,2021,26.45,1245.2
BRB,2022,26.31,1504.5
BRB,2023,26.93,1486.3
BRN,1990,26.8,2536.4
BRN,1991,26.84,2636.2
BRN,1992,26.69,2468.4
BRN,1993,26.64,2653.9
BRN,1994,26.73,2846.5
BRN,1995,26.74,3298.1
BRN,1996,26.66,3530.5
BRN,1997,26.95,2748.7
BRN,1998,27.3,2794.0
BRN,1999,26.83,3888.1
BRN,2000,26.91,3642.0
BRN,2001,27.0,3392.2
BRN,2002,27.05,2736.2
BRN,2003,26.87,3089.1
BRN,2004,26.83,2755.6
BRN,2005,26.89,3224.2
BRN,2006,26.87,3531.4
BRN,2007,26.77,3634.3
BRN,2008,26.53,4105.0
BRN,2009,26.89,3691.0
BRN,2010,26.87,3914.4
BRN,2011,26.75,3822.3
BRN,2012,26.96,3348.1
BRN,2013,27.08,3459.0
BRN,2014,26.87,3237.7
BRN,2015,27.2,2864.9
BRN,2016,27.5,2556.1
BRN,2017,27.09,3744.1
BRN,2018,27.13,3625.1
BRN,2019,27.33,2997.3
BRN,2020,27.2,3630.4
BRN,2021,27.02,3630.4
BRN,2022,26.8,4059.3
BRN,2023,27.29,3071.9
BTN,1990,10.02,1997.5
BTN,1991,9.69,2114.0
BTN,1992,9.43,1746.2
BTN,1993,9.81,2043.3
BTN,1994,10.07,1573.3
BTN,1995,10.23,1973.5
BTN,1996,10.05,1822.2
BTN,1997,9.37,1894.3
BTN,1998,10.44,2171.4
BTN,1999,10.67,2194.4
BTN,2000,9.77,2084.0
BTN,2001,10.32,2258.7
BTN,2002,10.19,1940.8
BTN,2003,10.27,2001.1
BTN,2004,10.15,2017.3
BTN,2005,10.45,1775.3
BTN,2006,10.81,1825.0
BTN,2007,10.57,2046.9
BTN,2008,10.2,2287.4
BTN,2009,11.05,1457.5
BTN,2010,10.9,2032.8
BTN,2011,10.33,1864.4
BTN,2012,9.97,1721.1
BTN,2013,10.08,1890.6
BTN,2014,10.44,1809.0
BTN,2015,10.13,1804.2
BTN,2016,10.53,1918.0
BTN,2017,10.45,2038.2
BTN,2018,10.12,1629.7
BTN,2019,10.4,1811.6
BTN,2020,10.26,2061.9
BTN,2021,10.68,1689.3
BTN,2022,10.46,1684.4
BTN,2023,10.68,1921.8
BWA,1990,21.78,300.4
BWA,1991,21.64,444.8
BWA,1992,22.42,232.2
BWA,1993,21.98,327.2
BWA,1994,21.45,294.8
BWA,1995,22.06,338.3
BWA,1996,21.54,434.1
BWA,1997,21.71,438.9
BWA,1998,22.27,381.6
BWA,1999,22.12,368.4
BWA,2000,21.36,464.7
BWA,2001,21.75,428.6
BWA,2002,21.91,361.5
BWA,2003,22.21,362.0
